vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	substance_name	substance_class	substance_subclass	substance_type	substance_subtype	latitude	longitude	discharge_amnt_total	discharge_situation_type	unit_of_measure
ORION	Towing Vessel	Towing Vessel	Articulated Tug and Barge (Tug)	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.16017	-90.23445	10	Point-source one-time discharge	GALLONS (Liquids Only)
KEN BOOTHE SR	Towing Vessel	Towing Vessel	Articulated Tug and Barge (Tug)	General	UNITED STATES	Acknowledged Pollution Source	LAKE MICHIGAN	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	41.64478333	-87.15475	10	Point-source one-time discharge	GALLONS (Liquids Only)
NEW YORK	Industrial Vessel	Barge	Cutter/Dredger Barge	General	UNITED STATES	Acknowledged Pollution Source	COOPER RIVER	"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	32.75882	-79.86668	10	Point-source one-time discharge	GALLONS (Liquids Only)
WHO'S BOAT	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	26.84143333	-82.28674717	10	Point-source one-time discharge	GALLONS (Liquids Only)
USS PHILIPPINE SEA (CG 58)	"Public Vessel, Unclassified"	Warship	Cruiser	General	UNITED STATES	Acknowledged Pollution Source	ST JOHNS RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.38789	-81.46623	10	Point-source one-time discharge	GALLONS (Liquids Only)
C'EST TOUT	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Acknowledged Pollution Source	SOUTHWEST HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	44.27166667	-68.31666667	10	Point-source one-time discharge	GALLONS (Liquids Only)
FLOYD H.BLASKE	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Acknowledged Pollution Source	MISSISSIPPI RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	36.49793	-89.539812	10	Point-source one-time discharge	GALLONS (Liquids Only)
NC 7966 DR	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.93321667	-78.06075	10	Point-source one-time discharge	GALLONS (Liquids Only)
HUNTRESS	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	BILOXI BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.38681667	-88.85536667	10	Point-source one-time discharge	GALLONS (Liquids Only)
SEARCHIN IV	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	CARRABELLE RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.87065	-84.67723	10	Point-source one-time discharge	GALLONS (Liquids Only)
MCDERMOTT DERRICK BARGE NO. 50	Industrial Vessel	Barge	Industrial Barge	General	PANAMA	Acknowledged Pollution Source	GULF DEEP WATER SPUR	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		28.88333333	-90.41666667	10	Point-source one-time discharge	GALLONS (Liquids Only)
BIG E	Passenger (Inspected)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	Gulf Intracoastal Waterway	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.913844	-89.973215	10	Point-source one-time discharge	GALLONS (Liquids Only)
GAIL FORCE	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.905655	-80.128567	10	Point-source one-time discharge	GALLONS (Liquids Only)
MALULANI	Towing Vessel	Towing Vessel	Towing Behind (Tug)	Oceans	UNITED STATES	Acknowledged Pollution Source	HONOLULU HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	21.31111	-157.8717	10	Point-source one-time discharge	GALLONS (Liquids Only)
TARA CROSBY	Towing Vessel	Towing Vessel	Towing Behind (Tug)	Oceans	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	29.1555	-90.22111667	10	Point-source one-time discharge	GALLONS (Liquids Only)
KARIN S	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ACUSHNET RIVER	Oil: Crude	OIL	Petroleum	Oil	Crude	41.63641	-70.91624	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
TOWNE POINTE	Industrial Vessel	Barge	Industrial Barge	Derrick/Crane Barge	UNITED STATES	Acknowledged Pollution Source	"ELIZABETH RIVER, SOUTHERN BRANCH"	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		36.84	-76.29166667	10	Point-source one-time discharge	GALLONS (Liquids Only)
CBR 104	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	"Houma Navigation Canal, LA"	Drilling mud	CHEMICAL	Chemical	D	Drilling mud	29.23273	-90.66946	10	Point-source one-time discharge	GALLONS (Liquids Only)
LEONARD J	Freight Barge	Barge	General	General	UNITED STATES	Acknowledged Pollution Source		Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		29.6865	-84.9705	10	Point-source one-time discharge	GALLONS (Liquids Only)
MOOCH BETTER	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	PILLAR POINT HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	37.46916667	-112.4666667	10	Point-source one-time discharge	GALLONS (Liquids Only)
KDZ 101	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	MOBILE RIVER	Oil: Crude	OIL	Petroleum	Oil	Crude	30.72527	-88.04113	10	Point-source one-time discharge	GALLONS (Liquids Only)
JOCK	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Canal	UNITED STATES	Acknowledged Pollution Source	Lower Mississippi River	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.73333333	-91.09583333	10	Point-source one-time discharge	GALLONS (Liquids Only)
LIVELY JANE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Involved in a Marine Casualty	VALDEZ HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	61.12473	-146.3464	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
WN8475JB	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	PORT GARDNER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	47.98476	-122.2294	10	Point-source one-time discharge	GALLONS (Liquids Only)
DESTINY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Suspected Pollution Source	SAN JUAN HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	18.5757	-66.21128	10	Point-source one-time discharge	GALLONS (Liquids Only)
FL5876NM	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.76965	-80.18203	10	Point-source one-time discharge	GALLONS (Liquids Only)
NO NAME	Recreational	Recreational	Small Watercraft	Wind Surfer	UNITED STATES	Acknowledged Pollution Source	SANTA CRUZ HARBOR	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	36.95834	-122.0013	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
SAMPSON	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Involved in a Marine Investigation (non-casualty)	Intracoastal Waterway	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		26.45138883	-80.10138883	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
AQUADIGGER	Freight Barge	Barge	Deck Barge	Roll-on Roll-off	UNITED STATES	Alleged Pollution Source	OHIO RIVER	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		37.19132	-89.051065	10	Point-source one-time discharge	GALLONS (Liquids Only)
CORPUS CHRISTI	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Linehaul	UNITED STATES	Acknowledged Pollution Source	HOUSTON SHIP CHANNEL	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	29.76192	-95.08789	10	Point-source one-time discharge	GALLONS (Liquids Only)
LADY VENTURE	Passenger (Inspected)	Passenger Ship	Ferry	"Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	ST. THOMAS HARBOR	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	18.35001	-64.89999	10	Point-source one-time discharge	GALLONS (Liquids Only)
C QUEST	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	29.16017	-90.23445	10	Point-source one-time discharge	GALLONS (Liquids Only)
ISLAND PRINCESS	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	BOHICKET CREEK	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.6055	-80.155	10	Point-source one-time discharge	GALLONS (Liquids Only)
MARLIN QUEEN	Passenger (Inspected)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	PACIFIC DEEP WATER SPINE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	19.448	167.5988	10	Point-source one-time discharge	GALLONS (Liquids Only)
CATHY	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Canal	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		29.68388833	-91.47611	10	Point-source one-time discharge	GALLONS (Liquids Only)
PAPA JOE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	United States	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	33.93321667	-78.06075	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
DIXIE DREDGE	Industrial Vessel	Barge	Cutter/Dredger Barge	General	UNITED STATES	Acknowledged Pollution Source	NEW JERSEY INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	38.95189	-74.8759	10	Point-source one-time discharge	GALLONS (Liquids Only)
CF 20	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	TENNESSEE RIVER	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	37.016463	-88.268259	10	Point-source one-time discharge	GALLONS (Liquids Only)
JAMES E. PINSON	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Linehaul	UNITED STATES	Cleared Suspect Pollution Source	OHIO RIVER	"Unknown material, Oil or Oil-like"	OIL	Petroleum	"Unknown material, Oil or Oil-like"		38.91836833	-81.91001	10	Non-point-source (diffuse) discharge	GALLONS (Liquids Only)
USAV EL CANEY	"Public Vessel, Unclassified"	Warship	General	General	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.382308	-86.123118	10	Point-source one-time discharge	GALLONS (Liquids Only)
DIXIE ENDEAVOR	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.74309167	-91.82571389	10	Point-source one-time discharge	GALLONS (Liquids Only)
SUTTLE SEAS	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	LAKE ERIE	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	41.51852	-81.70728	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
SYOTA MARU	Freight Ship	Refrigerated Cargo Ship	General	General	PANAMA	Alleged Pollution Source	Pago Pago Harbor	"Oil, waste/lubricants - possible contaminant"	OIL	Petroleum	"Oil, waste/lubricants - possible contaminant"		-14.26861	-170.6691667	10	Point-source one-time discharge	GALLONS (Liquids Only)
W. W. CRUM	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Linehaul	UNITED STATES	Alleged Pollution Source	YAZOO RIVER	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	32.6287	-90.98333333	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
B SEA HIGH	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNITED STATES	Acknowledged Pollution Source	HYANNIS HARBOR	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	41.64925	-70.27867	10	Point-source one-time discharge	GALLONS (Liquids Only)
KIMON A	Freight Ship	General Dry Cargo Ship	General	General	SAINT VINCENT AND THE GRENADIN	Acknowledged Pollution Source	HUDSON RIVER	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		40.88167	-73.93388	10	Point-source one-time discharge	GALLONS (Liquids Only)
MANFRED NYSTROM	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	ELLIOTT BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.587711	-122.359218	10	Point-source one-time discharge	GALLONS (Liquids Only)
KARCHE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	TENNESSEE TOMBIGBEE WATERWAY	"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	34.51981667	-88.32426	10	Point-source one-time discharge	GALLONS (Liquids Only)
COOL CHANGE	Passenger (Uninspected)	Passenger Ship	Parasailing Vessel	General (More Than 6)	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	26.96552778	-82.36866667	10	Point-source one-time discharge	GALLONS (Liquids Only)
ny5152mc	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Alleged Pollution Source	JAMAICA BAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	40.63692	-73.744	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
MR GLENN	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	"Bilge slops (Examples: bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	OIL	Petroleum	Bilge slops (Examples	"bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	29.5	-91.1	10	Point-source one-time discharge	GALLONS (Liquids Only)
LADY ALICE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Alleged Pollution Source	OAHU DEEP WATER LOOP	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		21.98152	-157.8931	10	Point-source one-time discharge	GALLONS (Liquids Only)
ABBY LOUISE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	CORDOVA HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	60.5414	-145.7644	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
ISLAND TIDE	Freight Barge	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Suspected Pollution Source	COOPER RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.75882	-79.86668	10	Point-source one-time discharge	GALLONS (Liquids Only)
MISS MELINDA	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Suspected Pollution Source	PASCAGOULA RIVER	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		30.36883333	-88.55716667	10	Point-source one-time discharge	GALLONS (Liquids Only)
ZENITH	Commercial Fishing Vessel	Fishing Vessel	Fishing Catching/Processing Vessel	Longliner/Processor	UNITED STATES	Acknowledged Pollution Source	Captains Bay	Oil: Diesel	OIL	Petroleum	Oil	Diesel	53.84416667	-166.579	10	Point-source one-time discharge	GALLONS (Liquids Only)
GILBERT TAYLOR	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Alleged Pollution Source	TOMBIGBEE RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.53186	-87.853105	10	Point-source one-time discharge	GALLONS (Liquids Only)
HONASHI	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	YAQUINA BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	44.61111	-124.0169	10	Point-source one-time discharge	GALLONS (Liquids Only)
APSARA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Alleged Pollution Source	PACIFIC DEEP WATER SPINE	"Garbage (Annex V, MARPOL 73/78)  Ref: 33 CFR 151.05, Definitions."	OTHER	Garbage		"Garbage (Annex V, MARPOL 73/78)  Ref: 33 CFR 151.05, Definitions."	33.70558	-118.4867	10	Point-source discharge over a period of time	POUNDS (Solids Only)
ANDORINA	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	HOOD CANAL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.59511	-122.9698	10	Point-source one-time discharge	GALLONS (Liquids Only)
NEPTUNE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	ELIZABETH RIVER	"Bilge slops (Examples: bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	OIL	Petroleum	Bilge slops (Examples	"bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	36.98104717	-76.3410555	10	Point-source one-time discharge	GALLONS (Liquids Only)
MISS MARISSA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Acknowledged Pollution Source	PTL MATAGORDA BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.48653	-96.29465	10	Point-source one-time discharge	GALLONS (Liquids Only)
HOPI PRINCESS	Freight Ship	General Dry Cargo Ship	General	General	PHILIPPINES	Acknowledged Pollution Source	SAN JOAQUIN RIVER	"Paint, oil-based"	OIL	Petroleum	"Paint, oil-based"		38.05396	-121.5329	10	Point-source one-time discharge	GALLONS (Liquids Only)
DECK BARGE	Freight Barge	Barge	Deck Barge	General	UNITED STATES	Alleged Pollution Source	ELIZABETH RIVER	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	36.854275	-76.307739	10	Point-source one-time discharge	GALLONS (Liquids Only)
S-18	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	Lower Mississippi River	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.91414	-90.085256	10	Point-source one-time discharge	GALLONS (Liquids Only)
CAST AWAY	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNKNOWN	Acknowledged Pollution Source	STEPHENS PASSAGE	Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	58.55016333	-135.0275967	10	Point-source one-time discharge	GALLONS (Liquids Only)
DIRTY BIRD	Passenger (Uninspected)	Passenger Ship	Charter Fishing Vessel	"General (6 or Fewer, Gross Tonnage < 100)"	UNITED STATES	Involved in a Marine Casualty	ALBEMARLE SOUND	Oil: Diesel	OIL	Petroleum	Oil	Diesel	35.94511	-76.69231	10	Point-source one-time discharge	GALLONS (Liquids Only)
IVORY QUEEN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	KACHEMAK BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	59.63251	-151.5328	10	Point-source one-time discharge	GALLONS (Liquids Only)
MISS BIDDY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Acknowledged Pollution Source	BAYOU TECHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.69972222	-91.30333333	10	Point-source one-time discharge	GALLONS (Liquids Only)
CAPTAIN ZEKE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Oil: Diesel	OIL	Petroleum	Oil	Diesel	40.64018333	-74.16178333	10	Point-source one-time discharge	GALLONS (Liquids Only)
GEORGE W BANTA	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Acknowledged Pollution Source	MISSISSIPPI RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.03345	-90.61794	10	Point-source one-time discharge	GALLONS (Liquids Only)
NO NAME	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	26.064833	-80.114555	10	Point-source discharge over a period of time	GALLONS (Liquids Only)
KELSEY NICOLE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Pot/Trap	UNITED STATES	Acknowledged Pollution Source	TONGASS NARROWS	Oil: Diesel	OIL	Petroleum	Oil	Diesel	55.43957217	-131.838075	10	Point-source one-time discharge	GALLONS (Liquids Only)
